Cliente,valorTotal,qCom,uCom,vProd,vUnCom,xProd,indTot,qCom (2),uCom (2),vProd (2),vUnCom (2),xProd (2),indTot (2),qCom (3),uCom (3),vProd (3),vUnCom (3),xProd (3),indTot (3),qCom (4),uCom (4),vProd (4),vUnCom (4),xProd (4),Scored Labels
145,81.74,3,UN,13.5,4.5,SUCO,1,3,UN,10.5,3.5,AGUA,1,0.842,KG,57.76,68.6,BUFFET,,,"",,,"",
146,134.33,6,UN,21,3.5,AGUA,1,1.59,KG,108.85,68.6,BUFFET,1,1,UN,4.5,4.5,CERVEJA,,,"",,,"",
147,123.97,1,UN,20.9,20.9,SAKE,1,1.306,KG,89.59,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
148,103.13,1,UN,9.8,9.8,SUSHI ESPECIAL,1,1.164,KG,79.85,68.6,BUFFET,1,3,UN,13.5,4.5,SUCO,,,"",,,"",
149,100.26,3,UN,10.5,3.5,AGUA,1,1.112,KG,76.28,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
150,75.61,1,UN,4.5,4.5,LIMONADA,1,0.84,KG,57.62,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
151,94.51,3,UN,10.5,3.5,AGUA,1,1.028,KG,70.52,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
152,216.02,1,UN,22.8,22.8,CERVEJA,1,2.03,KG,139.25,68.6,BUFFET,1,12,UN,54,4.5,REFRIGERANTE,,,"",,,"",
153,108.77,3,UN,10.5,3.5,AGUA,1,1.236,KG,84.78,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
154,111.82,1.244,KG,85.33,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,1,2,UN,13,6.5,CERVEJA LATA,,,"",,,"",
155,55.61,1,UN,14.4,14.4,TEMAKI,1,0.404,KG,27.71,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
156,96.62,3,UN,10.5,3.5,AGUA,1,1,UN,6,6,CERVEJA,1,1.168,KG,80.12,68.6,BUFFET,,,"",,,"",
157,98,1,UN,25.6,25.6,SUSHI ESPECIAL,1,0.662,KG,45.41,68.6,BUFFET,1,6,UN,27,4.5,REFRIGERANTE,,,"",,,"",
158,79.15,3,UN,10.5,3.5,AGUA,1,3,UN,10.5,3.5,AGUA,1,0.848,KG,58.17,68.6,BUFFET,,,"",,,"",
159,60.46,0.498,KG,34.16,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,1,1,UN,12.8,12.8,CERVEJA,,,"",,,"",
160,57.93,1,UN,3.5,3.5,AGUA,1,0.728,KG,49.94,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
161,64.52,1,UN,3.5,3.5,AGUA,1,0.824,KG,56.52,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
162,123.96,1.55,KG,105.98,68.6,BUFFET,1,2,UN,9,4.5,REFRIGERANTE,1,2,UN,9,4.5,REFRIGERANTE,,,"",,,"",
163,86.57,2,UN,7,3.5,AGUA,1,1.03,KG,70.57,68.6,BUFFET,1,2,UN,9,4.5,REFRIGERANTE,,,"",,,"",
164,35.91,1,UN,3.5,3.5,AGUA,1,1,UN,1,1,CHA,1,0.458,KG,31.41,68.6,BUFFET,,,"",,,"",
165,63.87,0.8,KG,54.88,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
166,77.35,1,UN,21.6,21.6,SASHIMI,1,0.718,KG,49.25,68.6,BUFFET,1,1,UN,6.5,6.5,CERVEJA LATA,,,"",,,"",
167,35.85,1,UN,3.5,3.5,AGUA,1,0.406,KG,27.85,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
168,36.78,0.424,KG,29.08,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,3.2,3.2,DOCINHOS,,,"",,,"",
169,59.85,1,UN,3.5,3.5,AGUA,1,0.756,KG,51.86,68.6,BUFFET,1,1,UN,4.5,4.5,CERVEJA,,,"",,,"",
170,45.89,0.538,KG,36.9,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
171,70.73,0.9,KG,61.74,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
172,56.73,1,UN,4.5,4.5,SUCO,1,0.696,KG,47.74,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
173,52.86,1,UN,3.5,3.5,AGUA,1,0.654,KG,44.86,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
174,52.62,0.636,KG,43.62,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
175,58.74,1,UN,3.5,3.5,AGUA,1,0.74,KG,50.76,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
176,93.6,1,UN,3.5,3.5,AGUA,1,1.248,KG,85.61,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
177,58.66,0.724,KG,49.66,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
178,90.17,1,UN,3.5,3.5,AGUA,1,1.198,KG,82.18,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
179,92.49,1,UN,3.5,3.5,AGUA,1,1.232,KG,84.51,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
180,42.61,0.49,KG,33.61,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
181,68.24,2,UN,9,4.5,SUCO,1,0.798,KG,54.74,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
182,98.12,1,UN,3.5,3.5,AGUA,1,1.314,KG,90.14,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
183,104.44,1,UN,3.5,3.5,AGUA,1,1.406,KG,96.45,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
184,58.32,1,UN,1,1,CHA,1,0.77,KG,52.82,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
185,100.91,1.34,KG,91.92,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
186,91.35,1,UN,4.5,4.5,LIMONADA,1,1,UN,5.5,5.5,REFRIGERANTE,1,1.186,KG,81.35,68.6,BUFFET,,,"",,,"",
187,53.16,0.644,KG,44.17,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
188,48.61,1,UN,4.5,4.5,LIMONADA,1,1,UN,3.5,3.5,AGUA,1,0.592,KG,40.61,68.6,BUFFET,,,"",,,"",
189,56.89,0.624,KG,42.8,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,3,UN,9.6,3.2,DOCINHOS,,,"",,,"",
190,80.33,1,UN,4.5,4.5,LIMONADA,1,1.04,KG,71.34,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
191,74.67,1,UN,3.5,3.5,AGUA,1,0.972,KG,66.67,68.6,BUFFET,1,1,UN,4.5,4.5,CERVEJA,,,"",,,"",
192,42.56,1,UN,12,12,SOBREMESA,1,0.38,KG,26.06,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
193,43.45,1,UN,3.5,3.5,AGUA,1,0.536,KG,36.76,68.6,BUFFET,1,1,UN,3.2,3.2,DOCINHOS,,,"",,,"",
194,136.08,1,UN,3.5,3.5,AGUA,1,1.802,KG,123.61,68.6,BUFFET,1,2,UN,9,4.5,REFRIGERANTE,,,"",,,"",
195,28.92,1,UN,3.5,3.5,AGUA,1,0.324,KG,22.22,68.6,BUFFET,1,1,UN,3.2,3.2,DOCINHOS,,,"",,,"",
196,94.72,1,UN,1,1,CHA,1,1.32,KG,90.54,68.6,BUFFET,1,1,UN,3.2,3.2,DOCINHOS,,,"",,,"",
197,75.25,0.966,KG,66.26,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
198,26.58,1,UN,14.4,14.4,TEMAKI,1,0.112,KG,7.68,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
199,107.74,1.132,KG,77.65,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,2,UN,25.6,12.8,CERVEJA,,,"",,,"",
200,90.6,1.19,KG,81.63,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
201,74.39,1,UN,3.5,3.5,AGUA,1,0.968,KG,66.4,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
202,55.73,1,UN,3.5,3.5,AGUA,1,0.696,KG,47.74,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
203,39.04,0.438,KG,30.04,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,CERVEJA,,,"",,,"",
204,52.96,1,UN,1,1,CHA,1,0.692,KG,47.47,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
205,100.53,2,UN,7,3.5,AGUA,1,1.298,KG,89.04,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
206,95.65,1,UN,3.5,3.5,AGUA,1,1.278,KG,87.67,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
207,84.67,1,UN,4.5,4.5,SUCO,1,1,UN,3.5,3.5,AGUA,1,1.118,KG,76.69,68.6,BUFFET,,,"",,,"",
208,65.56,1,UN,3.5,3.5,AGUA,1,0.81,KG,55.56,68.6,BUFFET,1,1,UN,6.5,6.5,CERVEJA LATA,,,"",,,"",
209,87.27,1,UN,9.8,9.8,CERVEJA LATA,1,1.064,KG,72.99,68.6,BUFFET,1,1,UN,4.5,4.5,SUCO,,,"",,,"",
210,99.63,1,UN,3.5,3.5,AGUA,1,1.336,KG,91.64,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
211,47.37,1,UN,3.5,3.5,AGUA,1,0.574,KG,39.37,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
212,74.29,0.952,KG,65.3,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,CERVEJA,,,"",,,"",
213,94.18,1,UN,4.5,4.5,SUCO,1,1.242,KG,85.2,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
214,37.29,1,UN,3.5,3.5,AGUA,1,0.446,KG,30.59,68.6,BUFFET,1,1,UN,3.2,3.2,DOCINHOS,,,"",,,"",
215,75.49,1,UN,3.5,3.5,AGUA,1,0.984,KG,67.5,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
216,49.01,1,UN,12,12,TEMAKI,1,1,UN,4.5,4.5,LIMONADA,1,0.47,KG,32.51,68.6,BUFFET,,,"",,,"",
217,57.42,0.706,KG,48.43,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,CERVEJA,,,"",,,"",
218,85.37,2,UN,9,4.5,SUCO,1,1.048,KG,71.89,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
219,127.03,1,UN,20.9,20.9,SAKE,1,2,UN,9,4.5,SUCO,1,1.42,KG,97.13,68.6,BUFFET,,,"",,,"",
220,66.68,1,UN,6,6,CERVEJA LATA,1,0.79,KG,54.19,68.6,BUFFET,1,1,UN,6.5,6.5,CERVEJA LATA,,,"",,,"",
221,110.57,1.284,KG,88.08,68.6,BUFFET,1,2,UN,9,4.5,REFRIGERANTE,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
222,121.54,2,UN,7,3.5,AGUA,1,2,UN,7,3.5,AGUA,1,1.568,KG,107.56,68.6,BUFFET,,,"",,,"",
223,49.87,1,UN,20.9,20.9,SAKE,1,1,UN,1,1,CHA,1,0.408,KG,27.98,68.6,BUFFET,,,"",,,"",
224,62.84,1,UN,3.5,3.5,AGUA,1,0.734,KG,50.35,68.6,BUFFET,1,2,UN,9,4.5,REFRIGERANTE,,,"",,,"",
225,82.66,1.074,KG,73.67,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
226,64.21,0.776,KG,53.23,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,6.5,6.5,CERVEJA LATA,,,"",,,"",
227,88.96,1.166,KG,79.98,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
228,91.29,2,UN,24,12,CAIPIRINHA,1,0.85,KG,58.31,68.6,BUFFET,1,2,UN,9,4.5,REFRIGERANTE,,,"",,,"",
229,29.78,1,UN,6,6,CERVEJA LATA,1,1,UN,6.5,6.5,SUSHI ESPECIAL,1,0.252,KG,17.28,68.6,BUFFET,,,"",,,"",
230,80.63,1,UN,6.5,6.5,SUSHI ESPECIAL,1,1,UN,9.8,9.8,CERVEJA LATA,1,0.938,KG,64.34,68.6,BUFFET,,,"",,,"",
231,28.28,0.3,KG,20.58,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,3.2,3.2,DOCINHOS,,,"",,,"",
232,51.19,1,UN,20.9,20.9,SAKE,1,1,UN,4.5,4.5,LIMONADA,1,0.376,KG,25.79,68.6,BUFFET,,,"",,,"",
233,94.49,0.984,KG,67.5,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
234,114.29,0.88,KG,60.29,68.6,BUFFET,1,6,UN,27,4.5,REFRIGERANTE,1,6,UN,27,4.5,REFRIGERANTE,,,"",,,"",
235,64.45,0.546,KG,37.45,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
236,162.54,3,UN,10.5,3.5,AGUA,1,2.02,KG,138.57,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
237,80.23,0.776,KG,53.23,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
238,33.29,1,UN,1,1,CHA,1,0.274,KG,18.79,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
239,46.27,6,UN,21,3.5,AGUA,1,1,UN,1,1,CHA,1,0.35,KG,24.27,68.6,BUFFET,,,"",,,"",
240,86.69,3,UN,10.5,3.5,AGUA,1,0.914,KG,62.7,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
241,88.59,0.898,KG,61.6,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
242,71.36,1,UN,4.5,4.5,LIMONADA,1,0.778,KG,53.37,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
243,100.07,1,KG,68.6,68.6,BUFFET,1,6,UN,27,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,CERVEJA,,,"",,,"",
244,77.69,3,UN,10.5,3.5,AGUA,1,0.914,KG,62.7,68.6,BUFFET,1,1,UN,4.5,4.5,CERVEJA,,,"",,,"",
245,151.02,6,UN,27,4.5,SUCO,1,6,UN,21,3.5,AGUA,1,1.502,KG,103.03,68.6,BUFFET,,,"",,,"",
246,101.93,3,UN,10.5,3.5,AGUA,1,3,UN,10.5,3.5,AGUA,1,1.18,KG,80.94,68.6,BUFFET,,,"",,,"",
247,67.62,3,UN,10.5,3.5,AGUA,1,0.636,KG,43.62,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
248,69.81,3,UN,10.5,3.5,AGUA,1,0.668,KG,45.82,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
249,80.71,6,UN,27,4.5,SUCO,1,3,UN,10.5,3.5,AGUA,1,0.63,KG,43.21,68.6,BUFFET,,,"",,,"",
250,296.07,6,UN,27,4.5,SUCO,1,2.74,KG,188.1,68.6,BUFFET,1,18,UN,81,4.5,REFRIGERANTE,,,"",,,"",
251,115.09,3,UN,10.5,3.5,AGUA,1,1,UN,9.8,9.8,SUSHI ESPECIAL,1,1.382,KG,94.8,68.6,BUFFET,,,"",,,"",
252,107.82,3,UN,10.5,3.5,AGUA,1,1.222,KG,83.82,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
253,112.39,1,UN,4.5,4.5,LIMONADA,1,3,UN,10.5,3.5,AGUA,1,1.42,KG,97.41,68.6,BUFFET,,,"",,,"",
254,85.85,0.858,KG,58.85,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,1,3,UN,13.5,4.5,SUCO,,,"",,,"",
255,58.27,0.456,KG,31.28,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
256,66.93,3,UN,10.5,3.5,AGUA,1,0.626,KG,42.94,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
257,109.22,3,UN,13.5,4.5,SUCO,1,1,UN,4.5,4.5,LIMONADA,1,1.33,KG,91.23,68.6,BUFFET,,,"",,,"",
258,76.34,1,UN,12.5,12.5,WHISKY,1,0.734,KG,50.35,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
259,68.17,3,UN,10.5,3.5,AGUA,1,0.644,KG,44.17,68.6,BUFFET,1,3,UN,13.5,4.5,REFRIGERANTE,,,"",,,"",
260,115.71,6,UN,21,3.5,AGUA,1,1,UN,6.5,6.5,SUSHI ESPECIAL,1,1.286,KG,88.21,68.6,BUFFET,,,"",,,"",
261,42.21,1,UN,3.5,3.5,AGUA,1,1,UN,1,1,CHA,1,0.55,KG,37.73,68.6,BUFFET,,,"",,,"",
262,61.57,0.72,KG,49.38,68.6,BUFFET,1,2,UN,9,4.5,REFRIGERANTE,1,1,UN,3.2,3.2,DOCINHOS,,,"",,,"",
263,137,2,UN,7,3.5,AGUA,1,1.83,KG,125.53,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
264,88.43,1.158,KG,79.43,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
265,63.08,1,UN,3.5,3.5,AGUA,1,1,UN,1,1,CHA,1,0.854,KG,58.58,68.6,BUFFET,,,"",,,"",
266,67.29,0.85,KG,58.31,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
267,74.02,0.948,KG,65.03,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
268,71.41,0.91,KG,62.42,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
269,133.63,1,UN,3.5,3.5,AGUA,1,1.832,KG,125.67,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
270,62.07,0.774,KG,53.09,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
271,48.91,0.582,KG,39.92,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,SUCO,,,"",,,"",
272,53.3,1,UN,4.5,4.5,SUCO,1,0.646,KG,44.31,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
273,49.47,1,UN,4.5,4.5,LIMONADA,1,0.59,KG,40.47,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
274,55.21,1,UN,4.9,4.9,SUCO,1,0.668,KG,45.82,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
275,29.33,1,UN,3.5,3.5,AGUA,1,0.33,KG,22.63,68.6,BUFFET,1,1,UN,3.2,3.2,DOCINHOS,,,"",,,"",
276,57.52,1,UN,3.5,3.5,AGUA,1,0.722,KG,49.52,68.6,BUFFET,1,1,UN,4.5,4.5,SUCO,,,"",,,"",
277,53.99,0.656,KG,45,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,CERVEJA,,,"",,,"",
278,59.41,0.754,KG,51.72,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,3.2,3.2,DOCINHOS,,,"",,,"",
279,38.66,1,UN,3.5,3.5,AGUA,1,1,UN,15,15,SAKE,1,0.294,KG,20.16,68.6,BUFFET,,,"",,,"",
280,46.66,0.568,KG,38.96,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,3.2,3.2,DOCINHOS,,,"",,,"",
281,92.95,1,UN,4.5,4.5,SUCO,1,1.224,KG,83.96,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
282,66.68,1,UN,1,1,CHA,1,0.892,KG,61.19,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
283,60.3,0.748,KG,51.31,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
284,59.29,0.704,KG,48.29,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,6.5,6.5,CERVEJA LATA,,,"",,,"",
285,70.59,0.898,KG,61.6,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
286,68.39,1,UN,4.5,4.5,LIMONADA,1,0.866,KG,59.4,68.6,BUFFET,1,1,UN,4.5,4.5,SUCO,,,"",,,"",
287,63.55,1,UN,3.5,3.5,CAFE EXPRESSO,1,0.81,KG,55.56,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
288,75.86,1,UN,1,1,CHA,1,1.026,KG,70.38,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
289,96.88,1,UN,3.5,3.5,AGUA,1,1,UN,6,6,CERVEJA LATA,1,1.274,KG,87.39,68.6,BUFFET,,,"",,,"",
290,64.56,0.81,KG,55.56,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,CERVEJA,,,"",,,"",
291,54.49,1,UN,3.5,3.5,AGUA,1,0.624,KG,42.8,68.6,BUFFET,1,1,UN,8.2,8.2,BULE CHA,,,"",,,"",
292,72.75,1,UN,3.5,3.5,AGUA,1,0.944,KG,64.75,68.6,BUFFET,1,1,UN,4.5,4.5,SUCO,,,"",,,"",
293,69.46,1,UN,3.5,3.5,AGUA,1,0.896,KG,61.46,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
294,70.19,1,UN,9.8,9.8,CERVEJA LATA,1,0.815,KG,55.9,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
295,89.93,1,UN,4.5,4.5,SUCO,1,2,UN,13,6.5,SUSHI ESPECIAL,1,1.056,KG,72.44,68.6,BUFFET,,,"",,,"",
296,61.24,0.734,KG,50.35,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,2,UN,6.4,3.2,DOCINHOS,,,"",,,"",
297,78.38,1,UN,3.5,3.5,AGUA,1,1.026,KG,70.38,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
298,36.66,1,UN,4.5,4.5,LIMONADA,1,1,UN,3.5,3.5,AGUA,1,0.418,KG,28.67,68.6,BUFFET,,,"",,,"",
299,85.02,1,UN,3.5,3.5,AGUA,1,1,UN,1,1,CHA,1,1.174,KG,80.53,68.6,BUFFET,,,"",,,"",
300,110.23,1.476,KG,101.25,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
301,51.39,1,UN,4.5,4.5,SUCO,1,0.618,KG,42.39,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
302,85.34,1.084,KG,74.36,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,1,1,UN,6.5,6.5,CERVEJA LATA,,,"",,,"",
303,56.84,1,UN,3.5,3.5,AGUA,1,0.712,KG,48.84,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
304,80.85,1,UN,3.5,3.5,AGUA,1,1.062,KG,72.85,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
305,35.27,0.402,KG,27.57,68.6,BUFFET,1,1,UN,4.5,4.5,SUCO,1,1,UN,3.2,3.2,DOCINHOS,,,"",,,"",
306,145.59,1,UN,3.5,3.5,AGUA,1,2.006,KG,137.61,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
307,69.48,2,UN,7,3.5,AGUA,1,0.634,KG,43.49,68.6,BUFFET,1,1,UN,19,19,VINHO,,,"",,,"",
308,134.12,2,UN,9,4.5,SUCO,1,1.54,KG,105.64,68.6,BUFFET,1,3,UN,19.5,6.5,CERVEJA LATA,,,"",,,"",
309,89.89,1,UN,3.5,3.5,AGUA,1,1.194,KG,81.9,68.6,BUFFET,1,1,UN,4.5,4.5,CERVEJA,,,"",,,"",
310,56.6,1,UN,4.5,4.5,SUCO,1,0.694,KG,47.6,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
311,106.39,2,UN,13,6.5,SUSHI ESPECIAL,1,1.296,KG,88.9,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
312,85.76,1,UN,4.5,4.5,SUCO,1,1,UN,3.5,3.5,AGUA,1,1.134,KG,77.79,68.6,BUFFET,,,"",,,"",
313,66.81,1,UN,12,12,TEMAKI,1,0.668,KG,45.82,68.6,BUFFET,1,2,UN,9,4.5,REFRIGERANTE,,,"",,,"",
314,180.01,1,UN,3.5,3.5,AGUA,1,2.508,KG,172.04,68.6,BUFFET,1,1,UN,4.5,4.5,REFRIGERANTE,,,"",,,"",
315,97.25,1,UN,3.5,3.5,AGUA,1,1,UN,3.5,3.5,AGUA,1,1.316,KG,90.27,68.6,BUFFET,,,"",,,"",
